推荐日,推荐排名,推荐度,代码,名称,推荐日收盘,T+1涨跌%,T+2累计%,T+3累计%,T+4累计%,T+5累计%,5日最高涨幅%,5日最低涨幅%,5日结果,首个+3%日,5日最佳收盘T+N,启动评分,MACD收口评分,MACD阶段,MACD窗口阶段,MACD开口收缩%,MACD收口3日%,MACD收口5日%,MACD收口效率,MACD标准化开口,MACD缠结,严格匹配度,最新价,所属行业,主题标签,流通市值(亿),参考总市值(亿),市值状态,市值数据源,筹码结构,收盘交易状态,激进买点,保守买点,激进止损,保守止损,激进止盈,保守止盈,关注理由,T+1开盘买入,买入价,交易结果,持有交易日,卖出价,净收益%,第一止盈%,第二止盈%,软止损%,硬止损%,首止盈卖出仓位%,首次止盈日,最终清仓日,最高浮盈%,最大浮亏%,交易备注,原T+5收盘%
2026-06-11,1,50.6,603333,福华尚纬,8.9,-4.38,-4.16,-6.52,-8.99,-10.11,0.34,-11.01,完整5日,,T+2,97.0,100.0,死叉强收口｜启动临界窗口,3,32.51,43.12,47.92,,0.1094,否,75.0,8.9,暂无同日行业数据,未分类,,,未取得市值,,64/100｜筹码结构较好,结构偏弱，不建议因为低价或历史涨停次数单独介入,8.85~8.85（承接/回踩）,10.53~10.63（突破确认）,8.63,10.17,10.50 / 10.50,11.12 / 11.50,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约1.5%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.64，前期有明显缩量，而当前量比约1.22，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有5次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约3.3%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约32.5%，近2日持续修复，符合本策略重点关注的死叉衰竭形态。,是,8.9,结构止损退出,4,8.1,-9.19,3.0,6.0,-3.0,-6.0,50.0,,T+4,0.34,-9.44,2026-06-15触发软止损预警；2026-06-16触发软止损预警；2026-06-17触发软止损预警；2026-06-17收盘确认结构破坏,-10.11
2026-07-29,1,69.9,002084,海鸥住工,3.44,-2.03,1.45,1.45,2.33,2.03,4.65,-2.62,完整5日,,T+4,100.0,100.0,死叉强收口｜启动临界窗口,3,36.01,55.43,59.17,,0.1187,否,76.0,3.44,暂无同日行业数据,未分类,,,未取得市值,,61/100｜筹码结构较好,结构偏弱，不建议因为低价或历史涨停次数单独介入,3.46~3.46（承接/回踩）,3.94~3.98（突破确认）,3.37,3.80,3.93 / 3.93,4.17 / 4.33,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-5.0%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.72，前期有明显缩量，而当前量比约1.05，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有9次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约4.0%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约36.0%，近3日持续修复，符合本策略重点关注的死叉衰竭形态。,是,3.43,移动止盈退出,2,3.49,2.17,3.0,6.0,-3.0,-6.0,50.0,T+2,T+2,4.66,-2.33,2026-07-31达到第一止盈：卖出50%；2026-07-31从峰值回撤约2.2%后退出,2.03
2026-08-03,1,65.9,002548,金新农,3.88,0.52,2.58,2.58,1.8,7.73,7.99,-0.77,完整5日,T+5,T+5,91.0,77.0,死叉强收口｜启动临界窗口,3,38.18,43.33,-0.55,,0.0571,否,72.0,3.88,暂无同日行业数据,未分类,,,未取得市值,,57/100｜筹码结构中性,结构偏弱，不建议因为低价或历史涨停次数单独介入,3.88~3.88（承接/回踩）,4.49~4.54（突破确认）,3.79,4.34,4.48 / 4.48,4.74 / 4.91,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-5.8%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.71，前期有明显缩量，而当前量比约1.05，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有6次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约2.4%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约38.2%，近2日持续修复，符合本策略重点关注的死叉衰竭形态。,是,3.95,强势止盈/清仓,5,4.19,4.3,3.0,6.0,-3.0,-6.0,50.0,T+5,T+5,6.08,-2.53,2026-08-10达到第一止盈：卖出50%；达到第二止盈,7.73
2026-08-04,1,77.5,002728,特一药业,9.24,-0.54,2.06,2.06,1.41,0.54,3.57,-1.95,完整5日,,T+2,100.0,100.0,死叉强收口｜启动临界窗口,3,67.07,81.41,82.94,,0.0356,否,81.0,9.24,暂无同日行业数据,未分类,,,未取得市值,,69/100｜筹码结构较好,价格仍在20日线上方，但结构优势有限，等待进一步确认,8.80~8.90（承接/回踩）,10.54~10.64（突破确认）,8.76,10.16,10.51 / 10.51,11.15 / 11.55,当前仍站在20日线之上，20日线相对60日线高约3.2%，但短线均线结构还不算特别强。近20日上涨约3.0%，近5日约4.6%，上涨速度相对温和，没有明显进入加速末端。5/20成交量比约0.58，前期有明显缩量，而当前量比约1.42，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有9次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约4.8%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约67.1%，近3日持续修复，符合本策略重点关注的死叉衰竭形态。,是,9.22,移动止盈退出,5,9.29,1.68,3.0,6.0,-3.0,-6.0,50.0,T+3,T+5,3.8,-1.74,2026-08-07达到第一止盈：卖出50%；2026-08-11从峰值回撤约2.2%后退出,0.54
2026-08-05,1,59.5,605377,华旺科技,9.05,0.77,-0.22,3.87,-0.44,0.66,4.75,-1.88,完整5日,T+3,T+3,100.0,100.0,死叉强收口｜启动临界窗口,3,22.91,51.25,40.38,,0.1307,否,59.0,9.05,暂无同日行业数据,未分类,,,未取得市值,,63/100｜筹码结构较好,结构偏弱，不建议因为低价或历史涨停次数单独介入,8.62~8.71（承接/回踩）,10.23~10.31（突破确认）,8.29,9.93,10.20 / 10.20,10.71 / 11.02,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-4.5%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.54，前期有明显缩量，而当前量比约1.03，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有5次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约2.4%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约22.9%，近3日持续修复，符合本策略重点关注的死叉衰竭形态。,是,9.05,移动止盈退出,4,9.01,1.08,3.0,6.0,-3.0,-6.0,50.0,T+3,T+4,4.75,-1.77,2026-08-10达到第一止盈：卖出50%；2026-08-11从峰值回撤约2.2%后退出,0.66
2026-08-18,1,80.4,600339,中油工程,3.39,-1.18,-1.47,-0.29,0.0,0.59,1.47,-2.95,完整5日,,T+5,85.0,77.0,死叉强收口｜启动临界窗口,3,62.33,53.26,-1403.37,,0.0698,否,79.0,3.39,暂无同日行业数据,未分类,,,未取得市值,,56/100｜筹码结构中性,中期趋势仍在，但短线位置一般，更适合等待回踩确认,3.31~3.32（承接/回踩）,3.55~3.57（突破确认）,3.27,3.48,3.54 / 3.54,3.66 / 3.73,当前仍站在20日线之上，20日线相对60日线高约0.9%，但短线均线结构还不算特别强。近20日上涨约3.0%，近5日约2.1%，上涨速度相对温和，没有明显进入加速末端。近期量能没有明显收缩，5/20成交量比约0.96，因此“底部缩量”的特征并不突出。过去250个交易日有6次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约4.3%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约62.3%，近2日持续修复，符合本策略重点关注的死叉衰竭形态。,是,3.37,T+5收盘退出,5,3.41,0.99,3.0,6.0,-3.0,-6.0,50.0,,T+5,2.08,-2.37,5日内未触发关键退出信号,0.59
2026-08-21,1,74.2,002177,御银股份,5.77,0.69,3.47,5.03,6.76,4.68,7.45,-2.25,完整5日,T+2,T+4,62.0,69.0,死叉强收口｜启动临界窗口,3,63.74,-342.56,54.9,,0.0414,否,68.0,5.77,暂无同日行业数据,未分类,,,未取得市值,,55/100｜筹码结构中性,价格仍在20日线上方，但结构优势有限，等待进一步确认,5.62~5.67（承接/回踩）,6.32~6.37（突破确认）,5.51,6.14,6.30 / 6.30,6.60 / 6.79,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约12.3%，近5日约2.3%，上涨速度相对温和，没有明显进入加速末端。近期量能没有明显收缩，5/20成交量比约0.93，因此“底部缩量”的特征并不突出。过去250个交易日有11次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约4.7%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约63.7%，近2日持续修复，符合本策略重点关注的死叉衰竭形态。,是,5.65,强势止盈/清仓,2,5.99,4.3,3.0,6.0,-3.0,-6.0,50.0,T+2,T+2,6.55,-0.18,2026-08-24盘中达到第一止盈，但T+1不可卖；2026-08-25达到第一止盈：卖出50%；达到第二止盈,4.68
2026-08-25,1,96.4,600654,中安科,2.97,1.01,11.11,22.22,13.13,17.51,22.22,-1.35,完整5日,T+2,T+3,100.0,77.0,死叉强收口｜启动临界窗口,3,49.65,44.92,-400.81,,0.0608,否,100.0,2.97,暂无同日行业数据,未分类,,,未取得市值,,66/100｜筹码结构较好,中期趋势仍在，但短线位置一般，更适合等待回踩确认,2.90~2.92（承接/回踩）,3.24~3.26（突破确认）,2.83,3.15,3.23 / 3.23,3.39 / 3.48,当前仍站在20日线之上，20日线相对60日线高约2.9%，但短线均线结构还不算特别强。近20日上涨约3.1%，近5日约2.1%，上涨速度相对温和，没有明显进入加速末端。5/20成交量比约0.67，前期有明显缩量，而当前量比约1.56，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有9次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约3.5%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约49.6%，近2日持续修复，符合本策略重点关注的死叉衰竭形态。,是,2.95,强势止盈/清仓,2,3.24,4.3,3.0,6.0,-3.0,-6.0,50.0,T+2,T+2,11.86,-0.68,2026-08-27达到第一止盈：卖出50%；盘中达到涨停级别，剩余仓位清仓,17.51
2026-08-25,2,89.8,600844,金煤科技,3.72,-1.88,-2.42,2.42,5.38,10.48,15.86,-6.45,完整5日,T+4,T+5,87.0,77.0,死叉强收口｜启动临界窗口,3,61.6,65.11,-264.32,,0.0359,否,81.0,3.72,暂无同日行业数据,未分类,,,未取得市值,,53/100｜筹码结构中性,中期趋势仍在，但短线位置一般，更适合等待回踩确认,3.52~3.56（承接/回踩）,3.95~3.99（突破确认）,3.36,3.83,3.94 / 3.94,4.15 / 4.29,当前收盘3.72，短中期均线呈多头排列，20日线高于60日线约16.8%，属于趋势保持较好的抬升结构。近20日上涨约18.5%，更像整理后的早期抬升，方向性仍需后续确认。近期量能没有明显收缩，5/20成交量比约1.06，因此“底部缩量”的特征并不突出。过去250个交易日有9次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约4.1%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约61.6%，近2日持续修复，符合本策略重点关注的死叉衰竭形态。,是,3.56,强势止盈/清仓,3,3.77,4.3,3.0,6.0,-3.0,-6.0,50.0,T+2,T+3,7.58,-2.25,2026-08-26盘中达到第一止盈，但T+1不可卖；2026-08-27达到第一止盈：卖出50%；达到第二止盈,10.48
2026-08-25,3,82.5,000785,居然智家,2.29,0.0,-1.75,0.0,-0.44,1.75,3.06,-2.62,完整5日,,T+5,100.0,82.0,死叉强收口｜启动临界窗口,3,54.53,44.84,-91.62,,0.0456,否,84.0,2.29,暂无同日行业数据,未分类,,,未取得市值,,65/100｜筹码结构较好,接近阶段平台高点，重点观察放量突破是否成立,2.24~2.26（承接/回踩）,2.36~2.37（突破确认）,2.20,2.30,2.35 / 2.41,2.45 / 2.51,当前仍站在20日线之上，20日线相对60日线高约2.4%，但短线均线结构还不算特别强。近20日上涨约5.0%，近5日约1.8%，上涨速度相对温和，没有明显进入加速末端。近期量能没有明显收缩，5/20成交量比约0.92，因此“底部缩量”的特征并不突出。过去250个交易日有5次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约2.7%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约54.5%，近2日持续修复，符合本策略重点关注的死叉衰竭形态。,是,2.27,移动止盈退出,4,2.28,1.52,3.0,6.0,-3.0,-6.0,50.0,T+4,T+4,3.52,-1.76,2026-08-31达到第一止盈：卖出50%；2026-08-31从峰值回撤约2.2%后退出,1.75
2026-08-25,4,72.0,600979,广安爱众,3.93,1.02,0.76,0.51,0.25,2.04,2.29,-1.27,完整5日,,T+5,93.0,77.0,死叉强收口｜启动临界窗口,3,46.92,46.78,-18.84,,0.057,否,79.0,3.93,暂无同日行业数据,未分类,,,未取得市值,,62/100｜筹码结构较好,结构偏弱，不建议因为低价或历史涨停次数单独介入,3.94~3.95（承接/回踩）,4.32~4.34（突破确认）,3.89,4.24,4.31 / 4.31,4.45 / 4.54,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约1.6%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.58，前期有明显缩量，而当前量比约1.14，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有7次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约2.0%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约46.9%，近2日持续修复，符合本策略重点关注的死叉衰竭形态。,是,3.9,首止盈后T+5退出,5,4.01,2.71,3.0,6.0,-3.0,-6.0,50.0,T+5,T+5,3.08,-0.51,2026-09-01达到第一止盈：卖出50%,2.04
2026-08-25,5,65.7,600167,联美控股,5.7,0.53,0.88,0.7,-2.11,-0.88,1.4,-3.86,完整5日,,T+2,100.0,100.0,死叉强收口｜启动临界窗口,3,39.05,49.69,48.23,,0.1271,否,82.0,5.7,暂无同日行业数据,未分类,,,未取得市值,,59/100｜筹码结构中性,结构偏弱，不建议因为低价或历史涨停次数单独介入,5.72~5.72（承接/回踩）,6.09~6.11（突破确认）,5.67,6.01,6.07 / 6.07,6.22 / 6.30,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约0.4%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.80，前期有明显缩量，而当前量比约1.07，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有7次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约1.4%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约39.1%，近4日持续修复，符合本策略重点关注的死叉衰竭形态。,是,5.69,T+5收盘退出,5,5.65,-0.9,3.0,6.0,-3.0,-6.0,50.0,,T+5,1.58,-3.69,2026-08-31触发软止损预警,-0.88
2026-08-26,1,99.7,000889,中嘉博创,4.02,0.5,0.0,0.0,1.24,1.24,2.24,-2.49,完整5日,,T+4,100.0,77.0,死叉强收口｜启动临界窗口,3,30.85,51.41,-4.84,,0.0676,否,100.0,4.02,暂无同日行业数据,未分类,,,未取得市值,,69/100｜筹码结构较好,已经偏热，优先等回踩，不适合为了信号强行追价,3.93~3.97（承接/回踩）,4.49~4.53（突破确认）,3.77,4.35,4.48 / 4.48,4.73 / 4.88,当前仍站在20日线之上，20日线相对60日线高约7.3%，但短线均线结构还不算特别强。近20日上涨约9.5%，短线约8.1%，已经偏热，继续追价的性价比下降。5/20成交量比约0.63，前期有明显缩量，而当前量比约1.11，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有19次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约3.1%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约30.8%，近2日持续修复，符合本策略重点关注的死叉衰竭形态。,是,4.02,T+5收盘退出,5,4.07,1.04,3.0,6.0,-3.0,-6.0,50.0,,T+5,2.24,-2.49,5日内未触发关键退出信号,1.24
2026-08-26,2,96.0,000595,新能股份,5.95,-3.36,-3.7,-2.35,-3.53,-3.19,2.35,-7.39,完整5日,,T+3,100.0,89.0,死叉强收口｜启动临界窗口,3,40.58,55.57,23.3,,0.1004,否,95.0,5.95,暂无同日行业数据,未分类,,,未取得市值,,69/100｜筹码结构较好,已经偏热，优先等回踩，不适合为了信号强行追价,5.63~5.70（承接/回踩）,7.24~7.31（突破确认）,5.35,6.99,7.22 / 7.22,7.64 / 7.91,当前仍站在20日线之上，20日线相对60日线高约1.3%，但短线均线结构还不算特别强。近20日上涨约11.0%，短线约8.8%，已经偏热，继续追价的性价比下降。5/20成交量比约0.53，前期有明显缩量，而当前量比约1.44，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有8次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约2.9%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约40.6%，近3日持续修复，符合本策略重点关注的死叉衰竭形态。,是,5.88,移动止盈退出,5,5.76,0.28,3.0,6.0,-3.0,-6.0,50.0,T+5,T+5,3.57,-6.29,2026-08-28触发软止损预警；2026-08-31触发软止损预警；2026-09-01触发软止损预警；2026-09-02达到第一止盈：卖出50%；2026-09-02从峰值回撤约2.2%后退出,-3.19
2026-08-26,3,95.0,000981,山子高科,2.75,-0.73,-1.82,-2.55,1.09,-1.09,1.82,-4.36,完整5日,,T+4,100.0,77.0,死叉强收口｜启动临界窗口,3,40.79,41.97,-88.04,,0.1009,否,85.0,2.75,暂无同日行业数据,未分类,,,未取得市值,,66/100｜筹码结构较好,结构偏弱，不建议因为低价或历史涨停次数单独介入,2.76~2.76（承接/回踩）,3.19~3.21（突破确认）,2.71,3.11,3.18 / 3.18,3.32 / 3.41,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约7.0%，更像整理后的早期抬升，方向性仍需后续确认。近期5/20成交量比约0.58，量能处于收缩状态，但当前量比约1.99，启动力度还需要继续观察。过去250个交易日有21次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约3.0%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约40.8%，近2日持续修复，符合本策略重点关注的死叉衰竭形态。,是,2.7,移动止盈退出,5,2.72,1.67,3.0,6.0,-3.0,-6.0,50.0,T+4,T+5,3.7,-2.59,2026-09-01达到第一止盈：卖出50%；2026-09-02从峰值回撤约2.2%后退出,-1.09
2026-08-26,4,75.7,600310,广西能源,4.29,-0.7,0.47,0.0,2.33,2.56,3.26,-2.56,完整5日,,T+5,100.0,100.0,死叉强收口｜启动临界窗口,3,40.36,52.13,38.98,,0.1464,否,70.0,4.29,暂无同日行业数据,未分类,,,未取得市值,,64/100｜筹码结构较好,结构偏弱，不建议因为低价或历史涨停次数单独介入,4.29~4.29（承接/回踩）,4.69~4.72（突破确认）,4.23,4.59,4.68 / 4.68,4.87 / 4.98,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-2.9%，更像整理后的早期抬升，方向性仍需后续确认。近期5/20成交量比约0.63，量能处于收缩状态，但当前量比约1.90，启动力度还需要继续观察。过去250个交易日有7次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约2.9%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约40.4%，近3日持续修复，符合本策略重点关注的死叉衰竭形态。,是,4.27,首止盈后T+5退出,5,4.4,2.82,3.0,6.0,-3.0,-6.0,50.0,T+4,T+5,3.75,-2.11,2026-09-01达到第一止盈：卖出50%,2.56
2026-08-26,5,75.5,601106,中国一重,3.1,-0.65,-0.65,-1.29,-0.97,-0.97,0.32,-3.23,完整5日,,T+1,100.0,77.0,死叉强收口｜启动临界窗口,3,63.94,63.22,10.89,,0.0347,否,88.0,3.1,暂无同日行业数据,未分类,,,未取得市值,,63/100｜筹码结构较好,结构偏弱，不建议因为低价或历史涨停次数单独介入,3.10~3.10（承接/回踩）,3.35~3.36（突破确认）,3.07,3.30,3.34 / 3.34,3.44 / 3.49,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约2.0%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.68，前期有明显缩量，而当前量比约1.04，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有12次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约2.3%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约63.9%，近2日持续修复，符合本策略重点关注的死叉衰竭形态。,是,3.08,T+5收盘退出,5,3.07,-0.52,3.0,6.0,-3.0,-6.0,50.0,,T+5,0.97,-2.6,5日内未触发关键退出信号,-0.97
2026-08-27,1,100.0,000037,深南电A,9.85,-0.1,-2.03,-2.03,-5.18,-5.79,0.71,-5.99,完整5日,,T+1,100.0,100.0,死叉强收口｜启动临界窗口,3,45.37,60.69,40.86,,0.0868,否,100.0,9.85,暂无同日行业数据,未分类,,,未取得市值,,70/100｜筹码结构较好,中期趋势仍在，但短线位置一般，更适合等待回踩确认,9.67~9.67（承接/回踩）,10.48~10.56（突破确认）,9.49,10.18,10.45 / 10.57,10.96 / 11.28,当前仍站在20日线之上，20日线相对60日线高约1.4%，但短线均线结构还不算特别强。近20日上涨约9.4%，更像整理后的早期抬升，方向性仍需后续确认。近期5/20成交量比约0.60，量能处于收缩状态，但当前量比约1.95，启动力度还需要继续观察。过去250个交易日有11次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约3.0%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约45.4%，近2日持续修复，符合本策略重点关注的死叉衰竭形态。,是,9.81,T+5收盘退出,5,9.28,-5.6,3.0,6.0,-3.0,-6.0,50.0,,T+5,1.12,-5.61,2026-09-02触发软止损预警；2026-09-03触发软止损预警,-5.79
2026-08-27,2,90.2,000839,国安股份,2.81,0.0,-0.71,0.36,-2.14,-3.91,4.27,-4.27,完整5日,,T+3,100.0,100.0,死叉强收口｜启动临界窗口,3,35.31,47.45,42.27,,0.1239,否,73.0,2.81,暂无同日行业数据,未分类,,,未取得市值,,58/100｜筹码结构中性,结构偏弱，不建议因为低价或历史涨停次数单独介入,2.78~2.78（承接/回踩）,3.15~3.17（突破确认）,2.73,3.07,3.14 / 3.14,3.28 / 3.37,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约4.5%，近5日约4.1%，上涨速度相对温和，没有明显进入加速末端。近期5/20成交量比约0.43，量能处于收缩状态，但当前量比约2.23，启动力度还需要继续观察。过去250个交易日有11次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约2.9%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约35.3%，近4日持续修复，符合本策略重点关注的死叉衰竭形态。,是,2.87,T+5收盘退出,5,2.7,-6.12,3.0,6.0,-3.0,-6.0,50.0,,T+5,2.09,-6.27,2026-08-31触发软止损预警；2026-09-01触发软止损预警；2026-09-02触发软止损预警；2026-09-03触发软止损预警,-3.91
2026-08-27,3,86.9,002197,证通电子,7.01,-2.14,-0.43,0.86,0.86,0.43,2.28,-4.42,完整5日,,T+3,100.0,100.0,死叉强收口｜启动临界窗口,3,34.39,53.02,37.87,,0.1665,否,93.0,7.01,暂无同日行业数据,电子,,,未取得市值,,69/100｜筹码结构较好,中期趋势仍在，但短线位置一般，更适合等待回踩确认,6.65~6.72（承接/回踩）,7.59~7.66（突破确认）,6.38,7.35,7.57 / 7.57,7.97 / 8.23,当前仍站在20日线之上，20日线相对60日线高约8.9%，但短线均线结构还不算特别强。近20日上涨约14.7%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.51，前期有明显缩量，而当前量比约1.18，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有6次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约3.6%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约34.4%，近3日持续修复，符合本策略重点关注的死叉衰竭形态。,是,7.03,T+5收盘退出,5,7.04,-0.06,3.0,6.0,-3.0,-6.0,50.0,,T+5,1.99,-4.69,2026-08-31触发软止损预警,0.43
2026-08-27,4,85.0,002256,兆新股份,3.44,0.0,-2.03,-1.16,-2.62,-4.07,1.45,-4.07,完整5日,,T+1,100.0,77.0,死叉强收口｜启动临界窗口,3,33.87,46.41,-138.84,,0.0535,否,92.0,3.44,暂无同日行业数据,未分类,,,未取得市值,,63/100｜筹码结构较好,结构偏弱，不建议因为低价或历史涨停次数单独介入,3.42~3.44（承接/回踩）,3.98~4.02（突破确认）,3.35,3.85,3.97 / 3.97,4.19 / 4.32,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约7.2%，近5日约3.0%，上涨速度相对温和，没有明显进入加速末端。5/20成交量比约0.66，前期有明显缩量，而当前量比约1.33，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有14次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约1.5%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约33.9%，近2日持续修复，符合本策略重点关注的死叉衰竭形态。,是,3.45,T+5收盘退出,5,3.3,-4.55,3.0,6.0,-3.0,-6.0,50.0,,T+5,1.16,-4.35,2026-08-31触发软止损预警；2026-09-02触发软止损预警；2026-09-03触发软止损预警,-4.07
2026-08-27,5,82.7,600192,长城电工,7.13,-0.14,-0.98,0.7,3.37,1.26,4.77,-2.66,完整5日,T+4,T+4,100.0,100.0,死叉强收口｜启动临界窗口,3,24.52,49.53,46.24,,0.1095,否,84.0,7.13,暂无同日行业数据,未分类,,,未取得市值,,62/100｜筹码结构较好,结构偏弱，不建议因为低价或历史涨停次数单独介入,7.11~7.11（承接/回踩）,8.14~8.20（突破确认）,6.98,7.93,8.12 / 8.12,8.49 / 8.73,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约6.7%，近5日约4.7%，上涨速度相对温和，没有明显进入加速末端。5/20成交量比约0.49，前期有明显缩量，而当前量比约1.11，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有11次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约1.5%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约24.5%，近3日持续修复，符合本策略重点关注的死叉衰竭形态。,是,7.12,移动止盈退出,5,7.22,2.0,3.0,6.0,-3.0,-6.0,50.0,T+4,T+5,4.92,-2.53,2026-09-02达到第一止盈：卖出50%；2026-09-03从峰值回撤约2.2%后退出,1.26
